chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	17020	121375092	0.498793553412373	3202	0.161632401325548	1.10936271698649	127297	2.16833068834571	2	1	1	-6.73808833644857
chr1	143264724	248855287	0.336927032763397	2664	0.157370715536833	1.19765384492491	111585	2.45414674436796	2	2	0	-6.82580849554079
chr2	224970	86529157	0.498802020034766	1293	0.157004691079465	1.27005968974627	61711	2.87274058980282	4	2	2	-6.84025757924448
chr2	86542085	91963698	0.498634769403425	82	0.128044735859037	1.40429957769815	3852	3.54600232577111	4	2	2	-6.73335307675058
chr2	94199062	95939110	0.332390458176357	28	0.118826982844183	1.34465302032137	1887	2.21664222167566	5	4	1	-6.74101244058354
chr2	95939448	95945020	0.498739099787409	22	0.120483369907396	5.55372220342839	54	5.73049354345438	20	10	10	-6.73310179682351
chr2	95945063	241871857	0.498828616145435	2656	0.153220050986261	1.20392702673375	115130	2.5240329109972	2	1	1	-6.86698160136658
chr3	1278587	75666071	0.498759102128121	1503	0.153355328741901	1.18410792641805	66849	2.53982602296758	2	1	1	-6.78061371074878
chr3	75666110	90072761	0.484521399918189	85	0.136410065179784	1.63908192116855	2484	4.32530682207149	6	3	3	-6.74521981640171
chr3	91483720	195780084	0.322025234091767	1725	0.150656750426615	1.44213650891816	72513	3.68067744977251	5	4	1	-6.80482430517298
chr3	195780191	195788270	0.36450068984163	89	0.143685190124392	0.489374283485451	545	0.261782014620236	1	1	0	-6.79898727239336
chr3	195788578	198157341	0.312735958154991	150	0.156417896067844	1.57818359611432	3998	3.60027895439233	6	5	1	-6.73832529555271
chr4	85635	48991596	0.498718629866804	777	0.170540925771812	1.22799203553698	29836	2.73111148174452	2	1	1	-6.7888291051766
chr4	49109745	49609124	0.256748359646017	21	0.120879061954698	7.13604320105275	149	3.02051919151111	20	16	4	-6.74278626323592
chr4	52085158	190115233	0.498758779738541	1582	0.156868348958852	1.2200998041428	67618	2.5991376814074	3	2	1	-6.86791139696521
chr5	163090	16794807	0.496015033376492	378	0.177137948283225	0.890802569841399	8783	1.5661788449306	0	0	0	-6.89038561971909
chr5	18185327	45891317	0.217228653801227	358	0.137113392854378	2.35580304340033	15341	7.52789978221913	10	9	1	-6.73457879041148
chr5	49601562	49666190	0.434696074960178	21	0.138526858320654	10.4872389572164	260	4.16375423957187	19	11	8	-6.73495769425612
chr5	50399214	181282804	0.498770082458382	1971	0.157700112911312	1.11851848302089	88199	2.19542262183813	2	1	1	-6.74426368494024
chr6	292833	60873573	0.498783843213174	2063	0.150999503570351	1.21433205240909	61354	2.51346722011084	2	1	1	-6.79996172928089
chr6	61558257	133528651	0.406255209689669	742	0.149226490349311	1.35107314854612	36312	3.39145383523104	3	2	1	-6.76175135712223
chr6	133782054	136974197	0.0768834282832992	103	0.0649073935047615	12.7963183279412	6504	40.5372658019991	20	20	0	-6.74239967383034
chr6	137156686	145791212	0.223757889015751	85	0.140179065156404	1.860241721841	4877	5.26212224834552	5	5	0	-6.73633146334462
chr6	145804330	170640200	0.498690711922199	500	0.162033744227976	1.13544617872124	17870	2.57402149605582	2	1	1	-6.73689541200879
chr7	31439	54553833	0.498793578774114	1153	0.147576322005836	1.506729923109	38239	3.63798254460173	4	2	2	-6.73682657874802
chr7	54685393	55090156	0.0212236557440966	28	0.0319795735070548	41.2525824664166	895	81.1545242526849	20	20	0	-8.46324961942575
chr7	55146655	55217453	0.078385408778582	21	0.0565516620108594	6.50074897007077	475	27.0645425676371	20	20	0	-6.73978008902104
chr7	55259906	57645196	0.498602720394086	131	0.147983682504956	2.34467771121227	2321	5.03461002625478	10	5	5	-6.73340236224446
chr7	60957541	72308132	0.498695704553491	206	0.160150105781168	1.74420378422621	4869	3.73254850928463	6	3	3	-6.73371302491191
chr7	72575779	100964922	0.481907031931494	760	0.140144776178043	1.20675954791314	28191	2.47050432564377	2	1	1	-6.77200765670283
chr7	100964965	100965027	-0.00319841251747544	9	0	0.348360486657782	10	0.0503326710773209	0	0	0	-Inf
chr7	100965108	100995575	0.49852712409883	57	0.144533130508324	0.709400288094492	261	0.765135442973923	0	0	0	-6.73311761314619
chr7	100995731	101004395	0.0783612070114557	11	0.0823125970697295	0.271218814682113	159	0.116321407878077	12	12	0	-8.55151857710449
chr7	101004538	152273892	0.498745556280519	1086	0.155523532845349	1.16709814543207	43799	2.65982383269431	2	1	1	-6.75355369920387
chr7	152379818	152602365	0.140093018831831	59	0.142247972501855	5.46867002873361	251	4.66896753692682	18	17	1	-6.73388299783835
chr7	152759824	159232109	0.498570380159965	106	0.169694814325555	1.18988257429284	3421	2.28233126603831	2	1	1	-6.73885171398743
chr8	245524	43192450	0.498726010583018	879	0.164518097862189	0.970778925324543	28208	1.82200512640395	2	1	1	-6.83473214600274
chr8	46579451	144946362	0.49877993473833	1272	0.143314489916515	1.44355979899585	54052	3.53819645229842	4	2	2	-6.73314242696386
chr9	14690	38620378	0.42350068293901	608	0.156689014657151	1.53877677288415	25549	4.54875311261069	5	3	2	-6.74773541833077
chr9	39027594	43119872	0.332336206862527	177	0.14029660208373	2.06234588449061	1721	4.60098307149242	8	6	2	-6.73342292650179
chr9	61194000	66705097	0.498555591973529	83	0.138915317627836	2.44595676673088	977	4.37193678360663	10	5	5	-6.73328179202312
chr9	66920278	130757830	0.49873578587593	1040	0.162852720630723	1.1118734172248	52526	2.14295195586815	2	1	1	-6.73649474855975
chr9	130880367	138175831	0.498600761355219	526	0.178349531277485	0.906930136803372	16930	1.40618110570999	2	1	1	-6.80666059158436
