chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	16257	16251413	0.48911657912368	816	0.122290460498432	0.978360784288678	30753	0.421952190915869	2	1	1	-6.88101007470035
chr1	16253819	32622020	0.421550112442034	579	0.113004556956112	0.882519503263297	27393	0.405236278495901	2	1	1	-7.16257870599782
chr1	32768552	83952230	0.498845713216159	555	0.092716576865842	0.99090371008352	46245	0.460611589691965	2	1	1	-7.28224391942997
chr1	84086053	120829841	0.325560662748391	387	0.103198519027345	0.839948296621196	25753	0.364781830387187	1	1	0	-7.93869160401852
chr1	121096208	124937441	0.230152102203404	253	0.154554442596149	1.08215995463814	5692	0.667664890313518	3	3	0	-6.81467158524752
chr1	125079772	145738392	0.329150442406293	429	0.134988061536976	0.994812473335774	8792	0.439078631578014	2	2	0	-7.0212817472741
chr1	145846532	248945592	0.370076873554756	1855	0.102084500058399	1.00199604857807	114157	0.450295170144648	2	2	0	-8.17917634039788
chr2	224919	3181191	0.498595300933895	97	0.154254100543111	0.908094084878872	1591	0.445580457080689	2	1	1	-6.73769895971551
chr2	3189269	87342428	0.498884991092717	863	0.0907880358391614	1.02785002324829	60895	0.483530440807987	3	2	1	-7.59325866538731
chr2	87343457	90291421	0.48557546166263	356	0.136027187775867	0.87023260490937	4922	0.400367321951701	2	1	1	-6.78650657772611
chr2	90291495	93138812	0.319229491500901	324	0.134430338680114	0.985373150597332	3529	0.459008712814952	2	2	0	-6.76929835733196
chr2	94087157	97167729	0.490675189574706	218	0.126944054801741	1.02306228912714	6433	0.509213654571359	2	1	1	-6.80186750937824
chr2	97167816	161279535	0.464974177053277	711	0.101607091825956	1.02493988650874	36931	0.474515430375657	3	2	1	-7.27423196340738
chr2	161279568	161282259	0.192836325149972	15	0.129912864570651	0.796095170749471	40	0.410135437292459	6	6	0	-6.74008276379084
chr2	161282392	241735388	0.498899690417216	1025	0.0894958034958562	1.03509402386798	75530	0.450334143398679	3	2	1	-7.5157255726597
