chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	14653	121374211	0.377452867316957	3503	0.0865796597707684	0.927626292478238	235764	0.273543044724237	2	1	1	-11.1004213388681
chr1	143498908	248855670	0.379080021253195	2706	0.0873731828447827	0.90624963384025	198887	0.265054626407876	2	1	1	-9.71574238873339
chr2	294734	91963698	0.374806509402202	1766	0.0887972875058329	0.920798209324909	112560	0.288883982754458	2	1	1	-10.0325430912924
chr2	94195995	242094853	0.379490166764885	3058	0.0851449635509726	0.915407569401277	202216	0.283447916376125	2	1	1	-10.6401883444354
chr3	344564	13481473	0.49885852031781	252	0.0902058757978525	0.700344444962567	15798	0.208565934974494	2	1	1	-10.4469514248656
chr3	13622059	75391611	0.367920154772097	949	0.0860493362096886	0.926606268531454	103527	0.263142559290769	2	1	1	-10.1208610003034
chr3	75393273	90234801	0.485002493622284	117	0.122277711729225	0.852382100046167	4452	0.323216496028107	2	1	1	-6.74407021166184
chr3	91483878	98035110	0.403491754194158	19	0.11555039912022	0.905361402404064	2499	0.30834842353824	2	1	1	-7.24919995623052
chr3	98064491	198169929	0.391356627051452	2096	0.0889152341873105	0.912801999197885	124262	0.289779207686132	2	1	1	-9.54273249696436
chr4	254036	27940697	0.243563661115385	631	0.0922313014931556	0.758769354270562	33317	0.237124465615796	2	2	0	-9.82412247736738
chr4	28823865	49555834	0.307097620972745	271	0.10134944521358	0.835688869327636	14792	0.276347991391737	2	2	0	-7.82516651812644
chr4	51848078	54280587	0.20208043585918	38	0.0845121553959715	0.66312090409924	2117	0.205924765135083	1	1	0	-7.6114850705574
chr4	54285873	61517225	0.360369470481216	105	0.0875930692894466	0.902961561002602	5116	0.305318451132372	2	1	1	-8.09269112244991
chr4	61517597	189984351	0.17777717365679	1550	0.0923776649337524	0.699192388420984	91134	0.23118894709242	2	2	0	-15.8503980673011
chr4	189984440	190179746	0.214795316763765	19	0.152971789624926	0.700112958300957	148	0.329216146052775	1	1	0	-6.80703523942508
chr5	163090	2788487	0.0563606877773297	343	0.0486332299551548	2.17384342301009	11745	0.78397021289178	7	7	0	-6.74729078521619
chr5	3141049	3392488	0.122764267983586	9	0.178466383389141	2.94527058338564	76	1.62377902696797	11	10	1	-6.73446290441309
chr5	3392512	5804470	0.0590094086897051	42	0.0674815972677185	1.91504976224168	1944	0.740838720426642	6	6	0	-6.75588426156065
chr5	5954790	5955266	0.470957675106219	14	0.154818237986314	4.18137444900309	56	1.43113173894676	17	9	8	-6.7330744815479
chr5	6372472	7300186	0.0727623493434731	38	0.0361425677872905	2.01231087905285	1425	0.97080391565917	6	6	0	-6.73536247652344
chr5	7300323	7302276	0.138586218056681	9	0.188652458240013	1.75895249853972	45	0.78541072893825	10	9	1	-6.73380050336823
chr5	7303548	21196763	0.0523972547869062	225	0.0408468238162163	2.49822847536638	16904	1.55121155705859	8	8	0	-6.73857408434483
chr5	21461677	21554004	0.498502568852195	9	0.151494224312348	2.35728933505567	325	0.886929914673228	8	4	4	-6.73365346273436
chr5	21554020	46206800	0.0542163878996759	526	0.0450400193426511	2.19037536627632	36845	1.14354435477512	7	7	0	-6.77232382164026
chr5	49601562	49661790	0.397618434539767	21	0.14767744774145	0.490245963800368	161	0.195099259655214	0	0	0	-7.28326378505418
chr5	50399214	57521696	0.0898209561352385	164	0.04900342579797	1.51954592448314	9848	0.635445994194409	4	4	0	-6.79151882813128
