chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	14653	188254	0.244872455942953	12	0.07115987122478	0.976865249877713	254	0.310173120773133	6	5	1	-6.85936850835176
chr1	873251	16484421	0.49892452405482	978	0.0799466636120347	0.994763210007643	75427	0.286874609739285	4	2	2	-6.78445693847267
chr1	16489594	16868736	0.306583159371097	115	0.0948393052563667	0.983602223224899	3515	0.318890257945098	4	3	1	-6.80958192572753
chr1	16868806	121556656	0.498942481771657	2722	0.0758738275460151	1.01271911056417	265109	0.309370034748414	4	2	2	-6.74088398691152
chr1	143214642	145590685	0.48853761562814	22	0.153461220900742	0.935154994606658	2870	0.275672299017387	4	2	2	-6.86325463540925
chr1	145608293	152213024	0.498853541738289	253	0.0853151695065949	1.0127620006364	32499	0.275856909974895	4	2	2	-6.73373772690446
chr1	152214800	152309003	0.49921938652838	51	0.0905522966653665	0.778535540969615	1999	0.125664941024796	2	1	1	-6.78320804364711
chr1	152309145	184070601	0.483928736598208	1211	0.070950309875258	1.01221461106929	113624	0.278612999072813	4	2	2	-6.7674554751015
chr1	184180501	185056615	0.331201866824308	26	0.121964894066348	1.38242383233752	1404	0.488067772316244	7	5	2	-6.75038710651231
chr1	185182246	248911696	0.498925924848949	1613	0.0749896362544516	1.00670939328045	138949	0.294676688513293	4	2	2	-6.77171264449978
chr2	154452	87338620	0.498933712040046	1917	0.0723493689020595	1.03806872792451	161025	0.338981979563115	4	2	2	-6.93266411066991
chr2	87400821	87973657	0.498375482733467	20	0.14693858366141	1.14067138389371	419	0.517716042986801	4	2	2	-6.75017345407477
chr2	87992875	90310327	0.498942861414108	86	0.104318937059745	1.00322937889953	6332	0.302410548030231	4	2	2	-6.7356011155511
chr2	90315603	91974079	0.307507991688527	61	0.116814829416409	1.1434226934834	1235	0.888021501788682	5	4	1	-6.74311088548721
chr2	94195995	97162102	0.495078246944449	151	0.0965907047205403	1.04145311646903	14630	0.337270590840041	4	2	2	-6.7439957615976
chr2	97163117	97167816	0.253523794154347	22	0.105228426031285	1.02778247478966	87	0.257207853648786	6	5	1	-6.73700525163944
chr2	97167830	241846076	0.498940670056033	3155	0.0765718311317632	1.02722555602118	285449	0.317915688222002	4	2	2	-6.83144945180786
chr3	319977	75621605	0.173480476895554	1701	0.0718716340856847	1.02660147662198	182260	0.30468968400145	4	4	0	-6.7883891928271
chr3	75664214	75741671	0.307799421515929	74	0.106311795628098	0.941452273691925	762	0.247910534031799	5	4	1	-6.78218006991963
chr3	75741912	84192874	0.169483235576605	40	0.0760171665835068	1.02045213696933	2915	0.447296809468175	4	4	0	-6.74553224714853
chr3	86065811	90303853	0.498597677224765	19	0.122396823717531	1.44735434114161	2901	0.795496306825641	6	3	3	-6.75637256246537
chr3	91387966	148997107	0.299422331856893	1333	0.0863868770842385	1.14656523647676	111957	0.372136670683359	5	4	1	-6.92052442119317
chr3	149009346	163457641	0.40346111364894	263	0.0825741926158407	1.32833016562201	24116	0.498485720171573	6	4	2	-6.78899211668603
chr3	163744954	169769649	0.337875252935402	99	0.124950791385993	2.25550536311958	8167	1.57864120774483	13	9	4	-6.74599062093418
chr3	169769713	195600371	0.174438778993949	606	0.0694984200366038	0.999457604548055	44423	0.339607468154696	4	4	0	-6.7741331360462
chr3	195618957	195782898	0.178630285651503	126	0.113815881392461	0.856799630158261	2313	0.297832268392568	4	4	0	-6.76526598218823
chr3	195783084	195787897	0.15469597549422	40	0.127704765186277	0.715803343934194	1162	0.174169049698801	5	5	0	-6.75663468545099
chr3	195788077	198157341	0.178573087159404	188	0.099304915468492	0.997543276506578	9475	0.332377633370755	4	4	0	-6.7376225357224
chr4	162324	2436793	0.26839198084698	167	0.0701491418295023	1.20987645324422	16255	0.410036860678316	5	4	1	-6.81301336596229
chr4	2437202	48609912	0.498911486522274	866	0.0742228782919154	0.698006577543881	49306	0.201240518302768	2	1	1	-6.79633518937873
chr4	48831735	49602945	0.495802518092241	15	0.160555494040742	0.739729106171719	676	0.326269292887764	2	1	1	-6.75330622251015
chr4	51860656	189957317	0.483998249442844	1884	0.0706849364466623	0.692763103317833	128528	0.202739839877996	2	1	1	-6.7726722059549
chr4	189957506	190115233	0.253894137994451	20	0.118102497856735	0.805457473103246	294	0.218609443836605	2	2	0	-6.78423798854844
chr5	163090	39342206	0.207932005517872	608	0.0876063166638905	0.873867668228466	43202	0.268430609374096	3	3	0	-6.90842150776885
chr5	39575449	46206800	0.336774273390998	130	0.137477389912052	2.13559467206636	14108	1.21508033132083	10	7	3	-6.74625936809615
chr5	49601562	66025483	0.207279227579928	304	0.0987012817843899	0.846693347741693	17066	0.477619251728035	3	3	0	-6.73928062888542
chr5	66149107	98889098	0.49675449812125	712	0.0855952587226183	1.33518846267478	55046	0.561079856943268	6	3	3	-6.73511539684453
chr5	99406837	102240545	0.498573381842732	43	0.144464873473707	1.43924882502803	960	0.730775711387931	6	3	3	-6.74892470865827
chr5	102257818	178344823	0.498934189972108	1653	0.0792643653502496	1.32891073471276	186119	0.466601660728478	6	3	3	-6.75060725263615
chr5	178510317	178729066	0.165851458737458	9	0.0809907402114587	1.33483146194443	692	0.449895213664602	5	5	0	-6.75297933614764
chr5	178767295	181281151	0.496636374110711	186	0.0891251921947702	1.31789308611564	15322	0.496536324659581	6	3	3	-6.73574991908045
chr5	181281648	181282804	0.203065895767354	13	0.138070309105217	1.79775117188893	53	1.16224084677903	13	11	2	-6.73320293792645
chr6	142840	32519397	0.414655025125766	1313	0.0860771875500748	0.859402209321135	73955	0.23122009442215	3	2	1	-6.75657019222388
chr6	32519398	32642710	0.448465648424048	155	0.118000705443348	1.02815333636929	469	0.251572274429011	5	3	2	-6.76775770703885
chr6	32642776	60855654	0.400827244854339	925	0.0758012192765053	0.873351346778787	74284	0.225805248629817	3	2	1	-6.90108931567901
chr6	61182047	170640200	0.415572448876278	1759	0.0829334041428489	0.861013432407973	132857	0.257861918521887	3	2	1	-6.81308540167435
chr7	31439	551488	0.339883531437376	26	0.0914274239282385	1.06251632826393	737	0.369150135460454	4	3	1	-6.7375784433437
chr7	715957	3299739	0.498848081477508	263	0.0866302403155939	1.49157796221419	14896	0.640880541911429	6	3	3	-6.77551260051429
chr7	3313373	58088502	0.419763122752679	1360	0.0873972551896839	1.22976886046249	100647	0.466661798076014	5	3	2	-7.00338657364759
chr7	60957636	71562445	0.462057658413565	240	0.105159711088053	1.2496923203816	13274	0.610081022329212	5	3	2	-6.8426123968342
chr7	71739051	100952493	0.433757650644865	710	0.0818442631615894	1.17714661345105	80810	0.397387499509007	5	3	2	-6.73385248072902
chr7	100952498	101004313	0.36759207304668	302	0.0690068570999541	1.1390548874564	4110	0.170811937221766	6	4	2	-6.77728318339523
chr7	101004330	152230042	0.446217037169055	1410	0.081937700697694	1.16339287153771	128099	0.373593887788197	5	3	2	-6.7906192454655
chr7	152235662	152800885	0.249486252135707	86	0.134355750585743	1.11610577665944	1259	0.496588053363625	6	5	1	-6.7813194105719
chr7	153031652	159144683	0.467328011441277	234	0.0806836677545351	1.19656167057605	9293	0.470790831975633	5	3	2	-6.85547625996703
chr8	213553	17087100	0.498850805736512	555	0.0918876349887057	1.14717607778521	21825	0.452445671065724	5	3	2	-7.07883713342531
chr8	17087263	18400484	0.328931423783462	111	0.0748295009862702	1.88390041478783	5887	0.778717051957002	10	7	3	-6.74363105334086
chr8	18400593	41734016	0.442006401681503	529	0.0848999444807599	1.20817111717419	53684	0.412596672503894	5	3	2	-6.79282113263858
chr8	42136024	43815666	0.30508316357951	22	0.107245894178667	1.78554033142818	7778	0.899547839044989	8	6	2	-6.7390023859967
chr8	46596061	145066250	0.372287283596177	1762	0.0907382326730786	1.34419650389488	165251	0.539380499654269	6	4	2	-6.73725240791696
chr9	12704	38620027	0.352204997622584	721	0.0868918842763226	1.01172941362977	62690	0.324408383744322	4	3	1	-6.74886743727414
chr9	38838794	42894595	0.498628498727152	203	0.144594978301756	1.18803544968416	3566	0.746106551445551	6	3	3	-6.79661965192045
chr9	60915753	65771386	0.385097092283853	97	0.129906572461629	1.35771757140258	1986	0.570466899831844	6	4	2	-6.73576497299925
chr9	65972223	128276045	0.498938005609944	1444	0.0794626945587592	1.32252340312974	148427	0.512146354061092	6	3	3	-6.76077900811823
chr9	128319038	128759491	0.498433018371937	16	0.211768968060321	1.34364967082595	6380	0.414162853064183	6	3	3	-6.73306807354575
chr9	128806084	138135626	0.498937340356315	919	0.0734603821324624	1.32827413101987	79441	0.381891445915703	6	3	3	-6.7367051901372
chr9	138141263	138221150	0.498529734819226	31	0.122986632720621	1.43810920153316	291	0.50220225893106	6	3	3	-6.73404202853852
chr10	48005	38361559	0.470945222705213	947	0.0814300089800916	1.04367401839271	59655	0.371932171654614	4	2	2	-6.92441260512164
chr10	38640885	39475690	0.217105164047478	14	0.127384250410901	1.14376247559044	242	0.466204840744741	4	4	0	-6.81483102430826
chr10	41713374	42271639	0.488870943400079	9	0.159360440511439	1.05207745095811	118	0.279186616980937	4	2	2	-6.74112207434871
chr10	42271871	133641550	0.498940479690361	2402	0.0709298701858847	1.0276057042651	196847	0.311122505920895	4	2	2	-6.80284409196095
chr11	193627	1010649	0.499147779519208	122	0.0712560372349829	0.887064961923057	10992	0.205889697060807	4	2	2	-6.93946753257305
chr11	1016604	1099692	0.305015708048798	85	0.0813022717010632	0.966389209632234	3064	0.160839019857023	5	4	1	-6.82059494949305
chr11	1106997	50553108	0.498984342288772	1396	0.0711519191865353	0.871105376265828	109555	0.2292973777194	3	2	1	-7.85359427498564
chr11	54591798	68081310	0.498877838316818	674	0.0728536200861444	0.881336139838304	85490	0.205225622567548	3	2	1	-7.78383225221128
chr11	68203238	135008826	0.481671797768127	1602	0.0732878914011939	1.07902254813243	151724	0.315676033920657	4	2	2	-7.95125678240274
chr12	12233	11049290	0.176800923071639	726	0.0916903788738896	1.03684176087179	49611	0.295867426224669	4	4	0	-6.76431194381644
chr12	11049329	11092279	0.49997548215415	31	0.100428694010453	0.814062464064447	200	0.304899468562423	2	1	1	-6.74042817113949
chr12	11133155	25525947	0.174348857553656	328	0.0698032471670144	1.02169844479724	22183	0.334450942431976	4	4	0	-6.73959035145124
chr12	25526998	34209553	0.228253072143096	307	0.0874054161738372	0.860174596866246	13475	0.260613596275434	3	3	0	-6.75199516215254
chr12	37814206	40513889	0.271780879127522	70	0.0848362263435087	0.701847992635933	6549	0.234874137112495	2	2	0	-6.74359153190428
chr12	40520259	98441212	0.213240804586866	1423	0.0788440134380421	0.86952716878475	128741	0.23862598545889	3	3	0	-6.93115582295424
chr12	98445508	133224747	0.461022118630401	1160	0.0809819533753366	1.19083276438217	119261	0.401007036641106	5	3	2	-6.82759539505227
chr13	18171311	18178100	0.498914948422782	33	0.0847382332941759	0.849020882994801	123	0.170423641297194	4	2	2	-6.73765592282061
chr13	18180147	18673388	0.490120885396816	38	0.129430374743012	0.49236411493492	665	0.324258499390581	0	0	0	-6.97279615790279
chr13	18673432	114299210	0.210868679516961	1643	0.0834942509667321	0.859270068798851	103118	0.263124409371506	3	3	0	-6.76843479152733
chr14	18330546	102440700	0.34064635691653	2212	0.0841440819550221	1.0332013314167	180717	0.331313208231332	4	3	1	-6.8569522118507
chr14	102446054	104109180	0.44735540600859	86	0.071816505996294	1.19010023043665	8501	0.437298189751927	5	3	2	-6.76415583209255
chr14	104132799	106875207	0.325000821968374	373	0.0858698699612026	0.969265712835633	20376	0.22213973545263	4	3	1	-6.82527530573547
chr15	20011061	22608274	0.346205723042687	170	0.125325153154611	0.839429368922865	3428	0.353729937834761	3	2	1	-6.86521075235556
chr15	22608868	101975054	0.40706662378615	2209	0.0799905704460122	0.861529290666932	196943	0.241924007579132	3	2	1	-6.79969052598526
chr16	13365	29618972	0.498932863574713	1533	0.0751233579770603	1.02118887759966	124918	0.308311854499803	4	2	2	-6.73762092424071
chr16	29798304	36101193	0.410072311239254	130	0.108039958430989	0.870292527700961	24211	0.222409191029274	3	2	1	-6.76245138363329
chr16	46386441	68679920	0.393527614727738	385	0.0817886943917253	0.861106545767804	53521	0.22711934307194	3	2	1	-6.76355027901284
chr16	68682163	69330540	0.328624137823736	42	0.101521594482856	0.522981525874992	2092	0.131393262316436	1	1	0	-6.75417531719354
chr16	69331220	90094884	0.498907524459189	919	0.0789618763529173	0.71268183236653	52096	0.198377168122057	2	1	1	-7.01348945939155
chr17	118327	21290834	0.253866349360214	1492	0.0868417983477884	0.697580021498232	91431	0.177525373544618	2	2	0	-6.77570619186197
chr17	21290855	21305037	0.499136309550331	126	0.0856403895218857	0.848257554986085	468	0.159566728761749	4	2	2	-6.74397682674261
chr17	21326304	22742088	0.282945551408663	106	0.0935471821703016	1.16135559419694	1456	0.527821704139647	5	4	1	-6.74097513724396
