chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	182903	2059734	0.49883823164481	133	0.117749416303744	0.901175926890576	9743	0.36533356155618	4	2	2	-6.80761345260074
chr1	2121875	2604057	0.498679250262249	39	0.106338458453604	0.881890402434292	2644	0.337011044973799	4	2	2	-6.76732281564198
chr1	2652208	2759660	0.285192122205742	123	0.153230051732132	0.0424208056100266	408	0.0164212496742277	0	0	0	-23.2813171334262
chr1	3022425	4774546	0.499030659573846	38	0.08595370747852	0.869960321227926	3153	0.367502970914811	4	2	2	-6.8615083424234
chr1	4939567	5672668	0.299191053242445	20	0.174286696656913	0.189272953766311	52	0.32868122785993	0	0	0	-7.43947646116704
chr1	5672685	16491182	0.498909685212726	480	0.10025341160243	0.90477878348049	29193	0.363350743430755	4	2	2	-7.1115890547815
chr1	16509206	16614430	0.319380186297747	41	0.152443236136939	0.719355582519546	713	0.347199340418462	4	3	1	-6.79835969899725
chr1	16615572	16728385	0.498625128722277	94	0.13404909346981	0.718989617779748	1380	0.393332462223664	2	1	1	-6.75025998350204
chr1	16757287	16948523	0.30626552300235	28	0.0976594002931027	0.844244933201333	733	0.277230102207666	4	3	1	-6.77562609388111
chr1	16966001	31431823	0.498912807515455	553	0.0964854471481952	0.947517356043741	36811	0.378864557892565	4	2	2	-6.85013632820001
chr1	31431886	31432156	0.470127203353282	9	0.198952534819517	0.0412623272919108	19	0.012377587744087	0	0	0	-8.53386635098332
chr1	31619303	43894423	0.498890780001402	262	0.0958443563097212	0.977421382655055	32570	0.380099299839317	4	2	2	-6.74218614041868
chr1	43904861	43997519	0.49783425643666	10	0.179264825824192	0.98699322380798	1043	0.352673793179523	4	2	2	-6.73312311471752
chr1	44103426	58048418	0.474676703879026	304	0.104492114564943	0.959641482414471	25347	0.416030151779262	4	2	2	-6.81628634016576
chr1	58630796	58660011	0.287367413041723	17	0.0753788470874641	0.743356268322175	56	0.162981473530846	4	3	1	-6.79801174341689
chr1	58661414	77581818	0.498885322623788	253	0.0886170847134915	1.03789821989241	14244	0.428510802785121	4	2	2	-6.86491438915791
chr1	77848793	121096208	0.297114544769299	542	0.0952646298344712	0.728424261962731	38425	0.300099733775615	3	2	1	-8.5661715575235
chr1	121743589	124925745	0.498328885402902	68	0.190179135552901	0.0552502587331303	911	0.0308165847477284	0	0	0	-27.4917704350176
chr1	125079817	125080942	0.095064113500135	15	0.140307723033542	0.0768128727566423	25	0.0559513777012387	2	2	0	-7.64260930113874
chr1	125080946	125081345	0.498908519509295	13	0.0960352499385993	0.166965434702479	22	0.0687689682609169	0	0	0	-6.73386375608296
chr1	125118097	143266955	0.396853890644599	171	0.164369010418106	0.0587510617607268	1574	0.0333378617436199	0	0	0	-32.1602637406219
chr1	143267087	144104743	0.217548910708913	19	0.134556972867884	0.597760064595256	746	0.400728752017347	2	2	0	-6.8414103634997
chr1	144438219	160098278	0.257286299398228	543	0.0918928826203555	0.972487563776045	56147	0.419842494700113	4	3	1	-6.86446401368991
chr1	160136741	161043331	0.105702737446731	54	0.0658045010238396	0.907543240904511	3530	0.342606785495747	4	4	0	-6.78346107834527
chr1	161049020	175077352	0.264497691325678	265	0.0932384628204143	1.09388306416369	19616	0.489673926049874	5	4	1	-6.99678512588359
chr1	175077653	223856582	0.2991087897639	773	0.0915428385890752	0.925757613911995	58352	0.385734796438793	4	3	1	-7.52061581663216
chr1	223863759	224301782	0.199628049890154	16	0.157534004265746	0.878781834648137	481	0.418713040031696	3	3	0	-6.90165289210345
chr1	224313271	248750449	0.290341227775446	591	0.0914128850463461	0.9005149345604	33506	0.396613656117125	4	3	1	-7.48258363439677
chr2	672976	1943142	0.102371145541227	31	0.0532056873021139	0.807876101368213	1456	0.301982085149964	3	3	0	-6.79803038464026
chr2	3180522	3181093	0.433702867021885	21	0.122439839454788	0.0572246648277438	46	0.0167617000740373	0	0	0	-8.27352822757186
chr2	3189269	87338620	0.0945313614533398	1137	0.0647290188061385	0.854504867133158	82637	0.351212123008362	3	3	0	-8.64654351148438
chr2	87396729	89764973	0.0996137353925353	69	0.159922343686647	0.758312284986933	2997	0.44336959791079	3	3	0	-6.75436004963969
chr2	89824605	89838252	0.498412396422435	112	0.189071734793129	0.047470109253118	324	0.0266974789022248	0	0	0	-13.0789587851835
chr2	89838314	91422298	0.407415100283238	208	0.138738556312288	0.390928850936821	1672	0.444327461978226	1	1	0	-7.48038131037873
chr2	91443433	91588825	0.350274354356147	34	0.161873261420543	0.250171472968632	249	0.204711849312311	0	0	0	-7.36813225999358
chr2	91589528	91966820	0.203853461066358	21	0.142948209069545	0.747544632774886	493	0.691391981712157	2	2	0	-6.81552574766058
chr2	94196506	94231808	0.0674131647680094	9	0.16956152603439	0.406858527001363	194	0.4072554278269	3	3	0	-6.84464389432812
chr2	94258308	95935391	0.0966605184236541	22	0.0878205569126626	0.885711607728786	2785	0.381285674345376	4	4	0	-6.81859744212157
chr2	95935405	95939062	0.496505426610121	13	0.080906958275762	0.710859706496148	37	0.176918624513361	2	1	1	-6.73659920107474
chr2	95939169	95945270	0.478828539262128	26	0.129122648910013	0.443987133194708	68	0.365955664974534	2	1	1	-6.7513158870468
chr2	95950429	97046602	0.0838924502251307	55	0.0607473822023998	0.960313181259884	5289	0.421493768851859	4	4	0	-6.75744461726972
chr2	97046803	97211741	0.123317987046265	55	0.141078100012122	0.838472014745178	721	0.405113323562148	3	3	0	-6.73562105749558
chr2	97735523	129964615	0.0793883703291139	397	0.0675721411716729	0.967774509290131	28659	0.425066537750285	4	4	0	-6.82327068971953
chr2	129980005	130074719	0.498400252978997	12	0.16867792512431	0.745639620767774	188	0.273048649139499	2	1	1	-6.77480225327767
chr2	130075586	134952752	0.100484815177461	69	0.102675184542744	0.819165153283024	6159	0.381267660756282	3	3	0	-6.77950674702271
chr2	134953946	161235325	0.0909113112822723	210	0.05889175108506	0.992622950067452	17360	0.442241710430389	4	4	0	-6.73661543267777
chr2	161278642	161282451	0.355501532631504	16	0.165728693954909	0.0413946866483113	29	0.0228107441628081	0	0	0	-11.5810754421833
chr2	161385715	242177118	0.0830087245023837	1495	0.0533652549162408	0.979532594627637	110972	0.41949908343648	4	4	0	-6.79870376273099
chr3	344564	75666114	0.377125146571746	1216	0.0970459937619349	0.920402639866994	103089	0.367363149402118	4	3	1	-8.52535078789513
chr3	75667728	75706865	0.4665720657497	82	0.155379372255436	0.117633839635922	297	0.0547593912661649	0	0	0	-8.13806125195323
chr3	75731921	90908031	0.413525463279328	45	0.127226605279356	0.850812597920044	3035	0.429388196516543	3	2	1	-7.0521429189523
chr3	91025498	93470778	0.310142781384342	10	0.140927246793829	0.286944249692223	137	0.623970832858092	1	1	0	-7.19933288117992
chr3	93874275	125681436	0.429902934850992	525	0.0995041689037486	1.0433639371236	32094	0.441350891178738	4	2	2	-7.27017821450114
chr3	125681554	130146032	0.406798422878333	215	0.0857323950193201	0.898919115325033	9886	0.362512754477043	3	2	1	-7.14571769207848
chr3	130376188	195774387	0.414378547783394	770	0.108576119677428	1.03760339342545	61130	0.457104509608418	4	2	2	-7.46396950809981
chr3	195778201	195864004	0.493401735653683	71	0.0701573941916214	0.51718438787252	2251	0.185532286736804	2	1	1	-6.76391923785829
chr3	195864185	195996809	0.369319839791616	21	0.095060832653422	0.916099252556534	645	0.717306224087751	3	2	1	-6.73738030448988
chr3	195997508	197990697	0.40799699351501	80	0.113124244874744	0.991156487764477	4464	0.430510579282589	5	3	2	-6.94612535383838
